pclass,age,sibsp,parch,fare,sex,embarked,class,who,adult_male,deck,embark_town,alone,alive
2,40,0,0,13,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
3,,1,0,16.1,female,S,Third,woman,FALSE,,Southampton,FALSE,yes
3,3,1,1,15.9,male,S,Third,child,FALSE,,Southampton,FALSE,yes
3,42,0,0,8.6625,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,23,0,0,9.225,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,,0,0,35,male,S,First,man,TRUE,C,Southampton,TRUE,no
3,15,1,1,7.2292,male,C,Third,child,FALSE,,Cherbourg,FALSE,no
3,25,1,0,17.8,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,,0,0,7.225,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
3,28,0,0,9.5,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,22,0,1,55,female,S,First,woman,FALSE,E,Southampton,FALSE,yes
2,38,0,0,13,female,S,Second,woman,FALSE,,Southampton,TRUE,no
3,,0,0,7.8792,female,Q,Third,woman,FALSE,,Queenstown,TRUE,yes
3,,0,0,7.8792,female,Q,Third,woman,FALSE,,Queenstown,TRUE,yes
3,40,1,4,27.9,male,S,Third,man,TRUE,,Southampton,FALSE,no
2,29,1,0,27.7208,male,C,Second,man,TRUE,,Cherbourg,FALSE,no
3,45,0,1,14.4542,female,C,Third,woman,FALSE,,Cherbourg,FALSE,no
3,35,0,0,7.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,1,0,15.5,male,Q,Third,man,TRUE,,Queenstown,FALSE,no
3,30,0,0,7.25,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,60,1,0,75.25,female,C,First,woman,FALSE,D,Cherbourg,FALSE,yes
3,,0,0,7.2292,female,C,Third,woman,FALSE,,Cherbourg,TRUE,yes
3,,0,0,7.75,female,Q,Third,woman,FALSE,,Queenstown,TRUE,yes
1,24,0,0,69.3,female,C,First,woman,FALSE,B,Cherbourg,TRUE,yes
1,25,1,0,55.4417,male,C,First,man,TRUE,E,Cherbourg,FALSE,yes
3,18,1,0,6.4958,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,19,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,22,0,0,135.6333,male,C,First,man,TRUE,,Cherbourg,TRUE,no
3,3,3,1,21.075,female,S,Third,child,FALSE,,Southampton,FALSE,no
1,,1,0,82.1708,female,C,First,woman,FALSE,,Cherbourg,FALSE,yes
3,22,0,0,7.25,female,S,Third,woman,FALSE,,Southampton,TRUE,yes
1,27,0,2,211.5,male,C,First,man,TRUE,C,Cherbourg,FALSE,no
3,20,0,0,4.0125,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
3,19,0,0,7.775,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,42,0,0,227.525,female,C,First,woman,FALSE,,Cherbourg,TRUE,yes
3,1,0,2,15.7417,female,C,Third,child,FALSE,,Cherbourg,FALSE,yes
3,32,0,0,7.925,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,35,1,0,52,female,S,First,woman,FALSE,,Southampton,FALSE,yes
3,,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,18,0,0,73.5,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,1,5,2,46.9,male,S,Third,child,FALSE,,Southampton,FALSE,no
2,36,0,0,13,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
3,,0,0,7.7292,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
2,17,0,0,12,female,C,Second,woman,FALSE,,Cherbourg,TRUE,yes
1,36,1,2,120,male,S,First,man,TRUE,B,Southampton,FALSE,yes
3,21,0,0,7.7958,male,S,Third,man,TRUE,,Southampton,TRUE,yes
3,28,2,0,7.925,male,S,Third,man,TRUE,,Southampton,FALSE,no
1,23,1,0,113.275,female,C,First,woman,FALSE,D,Cherbourg,FALSE,yes
3,24,0,2,16.7,female,S,Third,woman,FALSE,G,Southampton,FALSE,yes
3,22,0,0,7.7958,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,31,0,0,7.8542,female,S,Third,woman,FALSE,,Southampton,TRUE,no
2,46,0,0,26,male,S,Second,man,TRUE,,Southampton,TRUE,no
2,23,0,0,10.5,male,S,Second,man,TRUE,,Southampton,TRUE,no
2,28,0,0,12.65,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
3,39,0,0,7.925,male,S,Third,man,TRUE,,Southampton,TRUE,yes
3,26,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,21,1,0,9.825,female,S,Third,woman,FALSE,,Southampton,FALSE,no
3,28,1,0,15.85,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,20,0,0,8.6625,female,S,Third,woman,FALSE,,Southampton,TRUE,no
2,34,1,0,21,male,S,Second,man,TRUE,,Southampton,FALSE,no
3,51,0,0,7.75,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,3,1,1,18.75,male,S,Second,child,FALSE,,Southampton,FALSE,yes
3,21,0,0,7.775,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,3,1,25.4667,female,S,Third,woman,FALSE,,Southampton,FALSE,no
3,,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,6.8583,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
1,33,1,0,90,female,Q,First,woman,FALSE,C,Queenstown,FALSE,yes
2,,0,0,0,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,44,0,0,7.925,male,S,Third,man,TRUE,,Southampton,TRUE,yes
3,,0,0,8.05,female,S,Third,woman,FALSE,,Southampton,TRUE,no
2,34,1,1,32.5,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
2,18,0,2,13,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
2,30,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,10,0,2,24.15,female,S,Third,child,FALSE,,Southampton,FALSE,no
3,,0,0,7.8958,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
3,21,0,0,7.7333,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
3,29,0,0,7.875,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,28,1,1,14.4,female,S,Third,woman,FALSE,,Southampton,FALSE,no
3,18,1,1,20.2125,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,,0,0,7.25,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,28,1,0,26,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
2,19,0,0,26,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
3,,0,0,7.75,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
3,32,0,0,8.05,male,S,Third,man,TRUE,E,Southampton,TRUE,yes
1,28,0,0,26.55,male,S,First,man,TRUE,C,Southampton,TRUE,yes
3,,1,0,16.1,female,S,Third,woman,FALSE,,Southampton,FALSE,yes
2,42,1,0,26,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
3,17,0,0,7.125,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,50,1,0,55.9,male,S,First,man,TRUE,E,Southampton,FALSE,no
1,14,1,2,120,female,S,First,child,FALSE,B,Southampton,FALSE,yes
3,21,2,2,34.375,female,S,Third,woman,FALSE,,Southampton,FALSE,no
2,24,2,3,18.75,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
1,64,1,4,263,male,S,First,man,TRUE,C,Southampton,FALSE,no
2,31,0,0,10.5,male,S,Second,man,TRUE,,Southampton,TRUE,no
2,45,1,1,26.25,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
3,20,0,0,9.5,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,25,1,0,7.775,male,S,Third,man,TRUE,,Southampton,FALSE,no
2,28,0,0,13,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
3,,0,0,8.1125,male,S,Third,man,TRUE,,Southampton,TRUE,yes
1,4,0,2,81.8583,male,S,First,child,FALSE,A,Southampton,FALSE,yes
2,13,0,1,19.5,female,S,Second,child,FALSE,,Southampton,FALSE,yes
1,34,0,0,26.55,male,S,First,man,TRUE,,Southampton,TRUE,yes
3,5,2,1,19.2583,female,C,Third,child,FALSE,,Cherbourg,FALSE,yes
1,52,0,0,30.5,male,S,First,man,TRUE,C,Southampton,TRUE,yes
2,36,1,2,27.75,male,S,Second,man,TRUE,,Southampton,FALSE,no
3,,1,0,19.9667,male,S,Third,man,TRUE,,Southampton,FALSE,no
1,30,0,0,27.75,male,C,First,man,TRUE,C,Cherbourg,TRUE,no
1,49,1,0,89.1042,male,C,First,man,TRUE,C,Cherbourg,FALSE,yes
3,,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,29,0,0,7.8958,male,C,Third,man,TRUE,,Cherbourg,TRUE,yes
1,65,0,0,26.55,male,S,First,man,TRUE,E,Southampton,TRUE,no
1,,1,0,51.8625,female,S,First,woman,FALSE,D,Southampton,FALSE,yes
2,50,0,0,10.5,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
3,,0,0,7.75,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
1,48,0,0,26.55,male,S,First,man,TRUE,E,Southampton,TRUE,yes
3,34,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,47,0,0,38.5,male,S,First,man,TRUE,E,Southampton,TRUE,no
2,48,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,38,0,0,7.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,,0,0,0,male,S,Second,man,TRUE,,Southampton,TRUE,no
1,56,0,0,26.55,male,S,First,man,TRUE,,Southampton,TRUE,no
3,,0,0,7.725,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
3,0.75,2,1,19.2583,female,C,Third,child,FALSE,,Cherbourg,FALSE,yes
3,,0,0,7.25,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,38,0,0,8.6625,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,33,1,2,27.75,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
2,23,0,0,13.7917,female,C,Second,woman,FALSE,D,Cherbourg,TRUE,yes
3,22,0,0,9.8375,female,S,Third,woman,FALSE,,Southampton,TRUE,no
1,,0,0,52,male,S,First,man,TRUE,A,Southampton,TRUE,no
2,34,1,0,21,male,S,Second,man,TRUE,,Southampton,FALSE,no
3,29,1,0,7.0458,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,22,0,0,7.5208,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,2,0,1,12.2875,female,S,Third,child,FALSE,,Southampton,FALSE,yes
3,9,5,2,46.9,male,S,Third,child,FALSE,,Southampton,FALSE,no
2,,0,0,0,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,50,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,63,0,0,9.5875,female,S,Third,woman,FALSE,,Southampton,TRUE,yes
1,25,1,0,91.0792,male,C,First,man,TRUE,B,Cherbourg,FALSE,yes
3,,3,1,25.4667,female,S,Third,woman,FALSE,,Southampton,FALSE,no
1,35,1,0,90,female,S,First,woman,FALSE,C,Southampton,FALSE,yes
1,58,0,0,29.7,male,C,First,man,TRUE,B,Cherbourg,TRUE,no
3,30,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,9,1,1,15.9,male,S,Third,child,FALSE,,Southampton,FALSE,yes
3,,1,0,19.9667,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,21,0,0,7.25,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,55,0,0,30.5,male,S,First,man,TRUE,C,Southampton,TRUE,no
1,71,0,0,49.5042,male,C,First,man,TRUE,,Cherbourg,TRUE,no
3,21,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,14.4583,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
1,54,1,0,78.2667,female,C,First,woman,FALSE,D,Cherbourg,FALSE,yes
3,,0,0,15.1,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,25,1,2,151.55,female,S,First,woman,FALSE,C,Southampton,FALSE,no
3,24,0,0,7.7958,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,17,0,0,8.6625,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,21,0,0,7.75,female,Q,Third,woman,FALSE,,Queenstown,TRUE,no
3,,0,0,7.6292,female,Q,Third,woman,FALSE,,Queenstown,TRUE,no
3,37,0,0,9.5875,female,S,Third,woman,FALSE,,Southampton,TRUE,no
1,16,0,0,86.5,female,S,First,woman,FALSE,B,Southampton,TRUE,yes
1,18,1,0,108.9,male,C,First,man,TRUE,C,Cherbourg,FALSE,no
2,33,0,2,26,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
1,,0,0,26.55,male,S,First,man,TRUE,,Southampton,TRUE,yes
3,28,0,0,22.525,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,26,0,0,56.4958,male,S,Third,man,TRUE,,Southampton,TRUE,yes
3,29,0,0,7.75,male,Q,Third,man,TRUE,,Queenstown,TRUE,yes
3,,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,36,0,0,26.2875,male,S,First,man,TRUE,E,Southampton,TRUE,yes
1,54,1,0,59.4,female,C,First,woman,FALSE,,Cherbourg,FALSE,yes
3,24,0,0,7.4958,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,47,0,0,34.0208,male,S,First,man,TRUE,D,Southampton,TRUE,no
2,34,0,0,10.5,female,S,Second,woman,FALSE,F,Southampton,TRUE,yes
3,,0,0,24.15,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
2,36,1,0,26,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
3,32,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,30,0,0,93.5,female,S,First,woman,FALSE,B,Southampton,TRUE,yes
3,22,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,7.225,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
1,44,0,1,57.9792,female,C,First,woman,FALSE,B,Cherbourg,FALSE,yes
3,,0,0,7.2292,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
3,40.5,0,0,7.75,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
2,50,0,0,10.5,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
1,,0,0,221.7792,male,S,First,man,TRUE,C,Southampton,TRUE,no
3,39,0,0,7.925,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,23,2,1,11.5,male,S,Second,man,TRUE,,Southampton,FALSE,no
2,2,1,1,26,female,S,Second,child,FALSE,,Southampton,FALSE,yes
3,,0,0,7.2292,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
3,17,1,1,7.2292,male,C,Third,man,TRUE,,Cherbourg,FALSE,no
3,,0,2,22.3583,female,C,Third,woman,FALSE,,Cherbourg,FALSE,yes
3,30,0,0,8.6625,female,S,Third,woman,FALSE,,Southampton,TRUE,no
2,7,0,2,26.25,female,S,Second,child,FALSE,,Southampton,FALSE,yes
1,45,0,0,26.55,male,S,First,man,TRUE,B,Southampton,TRUE,no
1,30,0,0,106.425,female,C,First,woman,FALSE,,Cherbourg,TRUE,yes
3,,0,0,14.5,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,22,0,2,49.5,female,C,First,woman,FALSE,B,Cherbourg,FALSE,yes
1,36,0,2,71,female,S,First,woman,FALSE,B,Southampton,FALSE,yes
3,9,4,2,31.275,female,S,Third,child,FALSE,,Southampton,FALSE,no
3,11,4,2,31.275,female,S,Third,child,FALSE,,Southampton,FALSE,no
2,32,1,0,26,male,S,Second,man,TRUE,,Southampton,FALSE,yes
1,50,1,0,106.425,male,C,First,man,TRUE,C,Cherbourg,FALSE,no
1,64,0,0,26,male,S,First,man,TRUE,,Southampton,TRUE,no
2,19,1,0,26,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
2,,0,0,13.8625,male,C,Second,man,TRUE,,Cherbourg,TRUE,yes
3,33,1,1,20.525,male,S,Third,man,TRUE,,Southampton,FALSE,no
2,8,1,1,36.75,male,S,Second,child,FALSE,,Southampton,FALSE,yes
1,17,0,2,110.8833,male,C,First,man,TRUE,C,Cherbourg,FALSE,yes
2,27,0,0,26,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,,0,0,7.8292,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
3,22,0,0,7.225,male,C,Third,man,TRUE,,Cherbourg,TRUE,yes
3,22,0,0,7.775,female,S,Third,woman,FALSE,,Southampton,TRUE,yes
1,62,0,0,26.55,male,S,First,man,TRUE,,Southampton,TRUE,no
1,48,1,0,39.6,female,C,First,woman,FALSE,A,Cherbourg,FALSE,yes
1,,0,0,227.525,male,C,First,man,TRUE,,Cherbourg,TRUE,no
1,39,1,1,79.65,female,S,First,woman,FALSE,E,Southampton,FALSE,yes
3,36,1,0,17.4,female,S,Third,woman,FALSE,,Southampton,FALSE,yes
3,,0,0,7.75,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
3,40,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,28,0,0,13.5,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,8.05,female,S,Third,woman,FALSE,,Southampton,TRUE,no
3,24,2,0,24.15,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,19,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,29,0,4,21.075,female,S,Third,woman,FALSE,,Southampton,FALSE,no
3,,0,0,7.2292,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
3,32,0,0,7.8542,male,S,Third,man,TRUE,,Southampton,TRUE,yes
2,62,0,0,10.5,male,S,Second,man,TRUE,,Southampton,TRUE,yes
1,53,2,0,51.4792,female,S,First,woman,FALSE,C,Southampton,FALSE,yes
1,36,0,0,26.3875,male,S,First,man,TRUE,E,Southampton,TRUE,yes
3,,0,0,7.75,female,Q,Third,woman,FALSE,,Queenstown,TRUE,yes
3,16,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,19,0,0,14.5,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,34,0,0,13,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
1,39,1,0,55.9,female,S,First,woman,FALSE,E,Southampton,FALSE,yes
3,,1,0,14.4583,female,C,Third,woman,FALSE,,Cherbourg,FALSE,no
3,32,0,0,7.925,male,S,Third,man,TRUE,,Southampton,TRUE,yes
2,25,1,1,30,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
1,39,1,1,110.8833,female,C,First,woman,FALSE,C,Cherbourg,FALSE,yes
2,54,0,0,26,male,S,Second,man,TRUE,,Southampton,TRUE,no
1,36,0,0,40.125,male,C,First,man,TRUE,A,Cherbourg,TRUE,no
3,,0,0,8.7125,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
1,18,0,2,79.65,female,S,First,woman,FALSE,E,Southampton,FALSE,yes
2,47,0,0,15,male,S,Second,man,TRUE,,Southampton,TRUE,no
1,60,1,1,79.2,male,C,First,man,TRUE,B,Cherbourg,FALSE,yes
3,22,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,35,0,0,7.125,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,52,1,0,78.2667,female,C,First,woman,FALSE,D,Cherbourg,FALSE,yes
3,47,0,0,7.25,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,2,7.75,female,Q,Third,woman,FALSE,,Queenstown,FALSE,no
2,37,1,0,26,male,S,Second,man,TRUE,,Southampton,FALSE,no
3,36,1,1,24.15,male,S,Third,man,TRUE,,Southampton,FALSE,no
2,,0,0,33,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
3,49,0,0,0,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,7.225,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
1,49,1,0,56.9292,male,C,First,man,TRUE,A,Cherbourg,FALSE,yes
2,24,2,1,27,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
3,,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,,0,0,42.4,male,S,First,man,TRUE,,Southampton,TRUE,no
3,44,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,35,0,0,26.55,male,C,First,man,TRUE,,Cherbourg,TRUE,yes
3,36,1,0,15.55,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,30,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,27,0,0,30.5,male,S,First,man,TRUE,,Southampton,TRUE,yes
2,22,1,2,41.5792,female,C,Second,woman,FALSE,,Cherbourg,FALSE,yes
1,40,0,0,153.4625,female,S,First,woman,FALSE,C,Southampton,TRUE,yes
3,39,1,5,31.275,female,S,Third,woman,FALSE,,Southampton,FALSE,no
3,,0,0,7.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,1,0,15.5,female,Q,Third,woman,FALSE,,Queenstown,FALSE,yes
3,,0,0,7.75,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
3,35,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,24,1,2,65,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
3,34,1,1,14.4,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,26,1,0,16.1,female,S,Third,woman,FALSE,,Southampton,FALSE,no
2,4,2,1,39,female,S,Second,child,FALSE,F,Southampton,FALSE,yes
2,26,0,0,10.5,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,27,1,0,14.4542,male,C,Third,man,TRUE,,Cherbourg,FALSE,no
1,42,1,0,52.5542,male,S,First,man,TRUE,D,Southampton,FALSE,yes
3,20,1,1,15.7417,male,C,Third,man,TRUE,,Cherbourg,FALSE,yes
3,21,0,0,7.8542,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,21,0,0,16.1,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,61,0,0,32.3208,male,S,First,man,TRUE,D,Southampton,TRUE,no
2,57,0,0,12.35,male,Q,Second,man,TRUE,,Queenstown,TRUE,no
1,21,0,0,77.9583,female,S,First,woman,FALSE,D,Southampton,TRUE,yes
3,26,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,7.7333,male,Q,Third,man,TRUE,,Queenstown,TRUE,no
1,80,0,0,30,male,S,First,man,TRUE,A,Southampton,TRUE,yes
3,51,0,0,7.0542,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,32,0,0,30.5,male,C,First,man,TRUE,B,Cherbourg,TRUE,yes
1,,0,0,0,male,S,First,man,TRUE,,Southampton,TRUE,no
3,9,3,2,27.9,female,S,Third,child,FALSE,,Southampton,FALSE,no
2,28,0,0,13,female,S,Second,woman,FALSE,,Southampton,TRUE,yes
3,32,0,0,7.925,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,31,1,1,26.25,male,S,Second,man,TRUE,,Southampton,FALSE,no
3,41,0,5,39.6875,female,S,Third,woman,FALSE,,Southampton,FALSE,no
3,,1,0,16.1,male,S,Third,man,TRUE,,Southampton,FALSE,no
3,20,0,0,7.8542,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,24,0,0,69.3,female,C,First,woman,FALSE,B,Cherbourg,TRUE,yes
3,2,3,2,27.9,female,S,Third,child,FALSE,,Southampton,FALSE,no
3,,0,0,56.4958,male,S,Third,man,TRUE,,Southampton,TRUE,yes
3,0.75,2,1,19.2583,female,C,Third,child,FALSE,,Cherbourg,FALSE,yes
1,48,1,0,76.7292,male,C,First,man,TRUE,D,Cherbourg,FALSE,yes
3,19,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,56,0,0,35.5,male,C,First,man,TRUE,A,Cherbourg,TRUE,yes
3,,0,0,7.55,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,23,0,0,7.55,female,S,Third,woman,FALSE,,Southampton,TRUE,yes
3,,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
2,18,0,1,23,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
3,21,0,0,8.4333,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,,0,0,7.8292,female,Q,Third,woman,FALSE,,Queenstown,TRUE,yes
3,18,0,0,6.75,female,Q,Third,woman,FALSE,,Queenstown,TRUE,no
2,24,2,0,73.5,male,S,Second,man,TRUE,,Southampton,FALSE,no
3,,0,0,7.8958,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,32,1,1,15.5,female,Q,Third,woman,FALSE,,Queenstown,FALSE,no
2,23,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
1,58,0,2,113.275,male,C,First,man,TRUE,D,Cherbourg,FALSE,no
1,50,2,0,133.65,male,S,First,man,TRUE,,Southampton,FALSE,yes
3,40,0,0,7.225,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
1,47,0,0,25.5875,male,S,First,man,TRUE,E,Southampton,TRUE,no
3,36,0,0,7.4958,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,20,1,0,7.925,male,S,Third,man,TRUE,,Southampton,FALSE,yes
2,32,2,0,73.5,male,S,Second,man,TRUE,,Southampton,FALSE,no
2,25,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,,0,0,7.775,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,43,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,,1,0,52,female,S,First,woman,FALSE,C,Southampton,FALSE,yes
2,40,1,1,39,female,S,Second,woman,FALSE,,Southampton,FALSE,yes
1,31,1,0,52,male,S,First,man,TRUE,B,Southampton,FALSE,no
2,70,0,0,10.5,male,S,Second,man,TRUE,,Southampton,TRUE,no
2,31,0,0,13,male,S,Second,man,TRUE,,Southampton,TRUE,yes
2,,0,0,0,male,S,Second,man,TRUE,,Southampton,TRUE,no
3,18,0,0,7.775,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,24.5,0,0,8.05,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,18,0,0,9.8417,female,S,Third,woman,FALSE,,Southampton,TRUE,yes
3,43,1,6,46.9,female,S,Third,woman,FALSE,,Southampton,FALSE,no
1,36,0,1,512.3292,male,C,First,man,TRUE,B,Cherbourg,FALSE,yes
3,,0,0,8.1375,female,Q,Third,woman,FALSE,,Queenstown,TRUE,no
1,27,0,0,76.7292,male,C,First,man,TRUE,D,Cherbourg,TRUE,yes
3,20,0,0,9.225,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,14,5,2,46.9,male,S,Third,child,FALSE,,Southampton,FALSE,no
2,60,1,1,39,male,S,Second,man,TRUE,,Southampton,FALSE,no
2,25,1,2,41.5792,male,C,Second,man,TRUE,,Cherbourg,FALSE,no
3,14,4,1,39.6875,male,S,Third,child,FALSE,,Southampton,FALSE,no
3,19,0,0,10.1708,male,S,Third,man,TRUE,,Southampton,TRUE,no
3,18,0,0,7.7958,male,S,Third,man,TRUE,,Southampton,TRUE,no
1,15,0,1,211.3375,female,S,First,child,FALSE,B,Southampton,FALSE,yes
1,31,1,0,57,male,S,First,man,TRUE,B,Southampton,FALSE,yes
3,4,0,1,13.4167,female,C,Third,child,FALSE,,Cherbourg,FALSE,yes
3,,0,0,56.4958,male,S,Third,man,TRUE,,Southampton,TRUE,yes
3,25,0,0,7.225,male,C,Third,man,TRUE,,Cherbourg,TRUE,no
